school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
P.S. X088 - S. Silverstein Little Sparrow School,0.0049,0.322,0.1317,0.6683,0.0049,1,0.1561,0,X088,All Grades,301,-73.913665495,40.837106756,No,26,0,26,Bronx,NYC DOE,0,Minority,0.6683,Hispanic
P.S. 109 Sedgwick,0.0037,0.218,0.2315,0.7709,0.0012,0.9261,0.2032,0.0062,X109,All Grades,285,-73.91852026,40.851436421,No,121,1,122,Bronx,NYC DOE,0.00819672131147541,Minority,0.7709,Hispanic
P.S. 110 Theodore Schoenfeld,0.0021,0.422,0.1206,0.526,0.0083,0.9459,0.2516,0.0416,X110,All Grades,292,-73.900436914,40.835169923,No,109,0,109,Bronx,NYC DOE,0,Minority,0.526,Hispanic
P.S. X114 - Luis Llorens Torres Schools,0.0492,0.2365,0.3073,0.6915,0.0108,0.9844,0.1765,0.012,X114,All Grades,278,-73.922892039,40.835117001,No,42,5,47,Bronx,NYC DOE,0.10638297872340426,Minority,0.6915,Hispanic
I.S. 117 Joseph H. Wade,0.0162,0.157,0.377,0.8139,0.0049,0.8673,0.267,0.0081,X117,All Grades,267,-73.908434372,40.848587644,No,56,0,56,Bronx,NYC DOE,0,Minority,0.8139,Hispanic
P.S. 126 Dr Marjorie H Dunbar,0.0055,0.2808,0.2061,0.6999,0.0028,0.9696,0.1217,0.0111,X126,All Grades,281,-73.928465581,40.83583876,No,126,0,126,Bronx,NYC DOE,0,Minority,0.6999,Hispanic
Mott Hall III,0.0167,0.4178,0.0808,0.5627,0,0.9359,0.1393,0.0028,X128,All Grades,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5627,Hispanic
P.S. 132 Garret A. Morgan,0.0041,0.423,0.1253,0.5647,0.0041,1,0.2361,0.0041,X132,All Grades,264,-73.906551261,40.83197533,No,127,17,144,Bronx,NYC DOE,0.11805555555555555,Minority,0.5647,Hispanic
J.H.S. 145 Arturo Toscanini,0.0054,0.3098,0.3288,0.6766,0,1,0.2201,0.0082,X145,All Grades,256,-73.914331108,40.827975036,No,119,4,123,Bronx,NYC DOE,0.032520325203252036,Minority,0.6766,Hispanic
P.S. 163 Arthur A. Schomburg,0.0141,0.3604,0.3269,0.6148,0.0071,0.9876,0.1784,0.0035,X163,All Grades,280,-73.898621559,40.851559948,No,53,3,56,Bronx,NYC DOE,0.05357142857142857,Minority,0.6148,Hispanic
P.S. 199X - The Shakespeare School,0.0025,0.2982,0.2682,0.6855,0.005,0.9586,0.183,0.0088,X199,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6855,Hispanic
P.S. 204 Morris Heights,0.0118,0.2792,0.0863,0.6904,0.0102,1,0.1827,0.0085,X204,All Grades,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6904,Hispanic
Kappa,0.0468,0.4649,0.1237,0.4716,0.0067,1,0.1304,0.01,X215,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4716,Hispanic
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,0.0375,0.0635,0.3198,0.8823,0.0083,1,0.1729,0.0083,X218,All Grades,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8823,Hispanic
I.S. 219 New Venture School,0.0061,0.3497,0.3558,0.635,0.0031,0.8926,0.2669,0.0061,X219,All Grades,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.635,Hispanic
I.S. 229 Roland Patterson,0,0.4032,0.1653,0.5887,0,0.7823,0.3387,0.0081,X229,All Grades,273,-73.92137695,40.852543536,No,104,11,115,Bronx,NYC DOE,0.09565217391304348,Minority,0.5887,Hispanic
Eagle Academy for Young Men,0.0016,0.5987,0.0345,0.3799,0.0164,0.8109,0.2648,0.0033,X231,All Grades,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5987,Black
I.S. 232,0,0.2095,0.3679,0.7796,0.0018,0.9253,0.2004,0.0091,X232,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7796,Hispanic
P.S. 236 Langston Hughes,0.0026,0.2809,0.0851,0.6985,0.0052,0.9768,0.2603,0.0129,X236,All Grades,299,-73.898407242,40.844510279,No,25,2,27,Bronx,NYC DOE,0.07407407407407407,Minority,0.6985,Hispanic
Urban Assembly School for Applied Math and Science,0.0081,0.3425,0.0953,0.6333,0.0065,0.9225,0.2003,0.0097,X241,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6333,Hispanic
The New American Academy at Roberto Clemente State,0.002,0.3538,0.168,0.6107,0.0158,0.8676,0.1581,0.0178,X274,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6107,Hispanic
The Walton Avenue School,0.0207,0.216,0.355,0.7278,0.0059,0.9615,0.2101,0.0296,X294,All Grades,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7278,Hispanic
I.S. X303 Leadership & Community Service,0,0.2265,0.1498,0.7666,0,0.9791,0.3798,0.007,X303,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7666,Hispanic
Lucero Elementary School,0,0.094,0.5342,0.8846,0.0085,0.9829,0.1795,0.0128,X311,All Grades,287,-73.86525099,40.842998415,No,84,8,92,Bronx,NYC DOE,0.08695652173913043,Minority,0.8846,Hispanic
I.S. 313 School of Leadership Development,0.0144,0.2759,0.3391,0.7011,0.0029,1,0.2529,0.0057,X313,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7011,Hispanic
Bronx Writing Academy,0.0283,0.3152,0.2717,0.6413,0.0022,0.9174,0.2022,0.013,X323,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6413,Hispanic
Bronx Early College Academy for Teaching & Learnin,0.0298,0.2962,0.1392,0.662,0.002,0.9205,0.1809,0.0099,X324,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.662,Hispanic
Urban Science Academy,0.0091,0.281,0.3656,0.7039,0.003,1,0.2054,0.003,X325,All Grades,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7039,Hispanic
Comprehensive Model School Project M.S. 327,0.0016,0.2197,0.0892,0.7691,0.0016,0.8838,0.2054,0.008,X327,All Grades,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7691,Hispanic
New Millennium Business Academy Middle School,0.0114,0.3068,0.25,0.6591,0.017,1,0.25,0.0057,X328,All Grades,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6591,Hispanic
I.S. 339,0.0108,0.3009,0.2577,0.6721,0.0018,0.9243,0.2667,0.0144,X339,All Grades,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6721,Hispanic
New Directions Secondary School,0.0067,0.3087,0.3087,0.6779,0,1,0.3758,0.0067,X350,All Grades,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6779,Hispanic
The Highbridge Green School,0.0074,0.2416,0.2045,0.7472,0,0.9591,0.2342,0.0037,X361,All Grades,278,-73.874788258,40.880655953,No,110,3,113,Bronx,NYC DOE,0.02654867256637168,Minority,0.7472,Hispanic
Bronx High School for Medical Science,0.0742,0.3538,0.0318,0.553,0.0127,1,0.1165,0.0064,X413,All Grades,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.553,Hispanic
The Family School,0.0381,0.2819,0.3752,0.6629,0.0038,0.9371,0.181,0.0133,X443,All Grades,293,-73.896568742,40.881417182,No,17,0,17,Bronx,NYC DOE,0,Minority,0.6629,Hispanic
Grant Avenue Elementary School,0.0503,0.3438,0.2285,0.5849,0.0147,0.9539,0.2788,0.0063,X449,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5849,Hispanic
Science and Technology Academy: A Mott Hall School,0.027,0.2449,0.191,0.7124,0.009,0.9034,0.2247,0.0067,X454,All Grades,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7124,Hispanic
Sheridan Academy for Young Leaders,0.0134,0.3049,0.2395,0.665,0.0034,0.8492,0.1926,0.0134,X457,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.665,Hispanic
"Bronx School for Law, Government and Justice",0.018,0.2352,0.0578,0.7159,0.0167,0.9075,0.1902,0.0141,X505,All Grades,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7159,Hispanic
Mount Eden Children's Academy,0,0.1985,0.2243,0.7868,0,0.9632,0.125,0.0147,X555,All Grades,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7868,Hispanic
Young Women's Leadership School of the Bronx,0.0119,0.3532,0.0635,0.619,0.0119,0.8611,0.1706,0.004,X568,All Grades,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.619,Hispanic
P.S. 3 Raul Julia Micro Society,0.0208,0.27,0.1217,0.6973,0.0059,0.9436,0.2226,0.0059,X003,All Grades,300,-73.892238158,40.849868238,No,130,4,134,Bronx,NYC DOE,0.029850746268656716,Minority,0.6973,Hispanic
Milton Fein School,0.0632,0.0687,0.2088,0.7569,0.0192,0.8448,0.1264,0.092,X007,All Grades,311,-73.905265351,40.881210695,No,67,7,74,Bronx,NYC DOE,0.0945945945945946,Minority,0.7569,Hispanic
P.S. 008 Issac Varian,0.054,0.1081,0.2569,0.7635,0.0053,0.8937,0.2161,0.0691,X008,All Grades,293,-73.883574348,40.872577539,No,108,6,114,Bronx,NYC DOE,0.05263157894736842,Minority,0.7635,Hispanic
P.S. 9 Ryer Avenue Elementary School,0.0081,0.1522,0.2837,0.8178,0.0161,1,0.1753,0.0058,X009,All Grades,290,-73.899374028,40.857144432,No,86,4,90,Bronx,NYC DOE,0.044444444444444446,Minority,0.8178,Hispanic
P.S. X015 Institute for Environmental Learning,0.0057,0.1243,0.0574,0.8623,0.0057,1,0.1855,0.0019,X015,All Grades,309,-73.909705284,40.858877126,No,167,25,192,Bronx,NYC DOE,0.13020833333333334,Minority,0.8623,Hispanic
"PS/MS 20 P.O.George J. Werdann, III",0.1054,0.0775,0.1928,0.7234,0.0117,0.9216,0.227,0.082,X020,All Grades,287,-73.879208121,40.869781304,No,194,4,198,Bronx,NYC DOE,0.020202020202020204,Minority,0.7234,Hispanic
P.S. 023 The New Children's School,0.0035,0.3486,0.1567,0.6338,0.0035,1,0.3063,0.0106,X023,All Grades,283,-73.894512991,40.853395582,No,119,3,122,Bronx,NYC DOE,0.02459016393442623,Minority,0.6338,Hispanic
P.S. 024 Spuyten Duyvil,0.0809,0.0686,0.0317,0.4094,0.0266,0.2927,0.1556,0.4145,X024,All Grades,326,-73.914292121,40.887137536,No,95,1,96,Bronx,NYC DOE,0.010416666666666666,Minority,0.4145,White
P.S. 032 Belmont,0.0024,0.2443,0.1637,0.722,0.0108,0.9844,0.2262,0.0205,X032,All Grades,279,-73.885732906,40.851976741,No,76,3,79,Bronx,NYC DOE,0.0379746835443038,Minority,0.722,Hispanic
P.S. 033 Timothy Dwight,0.016,0.098,0.2714,0.8539,0.0179,1,0.181,0.0141,X033,All Grades,293,-73.901535836,40.862090391,No,46,4,50,Bronx,NYC DOE,0.08,Minority,0.8539,Hispanic
P.S. X037 - Multiple Intelligence School,0.0185,0.2269,0.1466,0.7222,0.0123,1,0.2392,0.0201,X037,All Grades,291,-73.910390835,40.880011474,No,104,12,116,Bronx,NYC DOE,0.10344827586206896,Minority,0.7222,Hispanic
Thomas C. Giordano Middle School 45,0.0182,0.1606,0.183,0.7751,0.0014,0.9497,0.2388,0.0447,X045,All Grades,267,-73.887310038,40.858556344,No,89,0,89,Bronx,NYC DOE,0,Minority,0.7751,Hispanic
P.S. 046 Edgar Allan Poe,0.0304,0.1717,0.397,0.778,0.0024,1,0.2316,0.0176,X046,All Grades,279,-73.890735528,40.866852226,No,43,9,52,Bronx,NYC DOE,0.17307692307692307,Minority,0.778,Hispanic
P.S. 051 Bronx New School,0.019,0.3802,0.0494,0.5817,0,0.8175,0.1293,0.019,X051,All Grades,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5817,Hispanic
P.S. / I.S. 54,0.0165,0.2963,0.2634,0.6728,0.0082,0.9774,0.1872,0.0062,X054,All Grades,274,-73.887684306,40.864719803,No,121,3,124,Bronx,NYC DOE,0.024193548387096774,Minority,0.6728,Hispanic
P.S. 056 Norwood Heights,0.2353,0.0799,0.1644,0.5943,0.0075,1,0.1735,0.083,X056,All Grades,307,-73.875104445,40.875141928,No,123,0,123,Bronx,NYC DOE,0,Minority,0.5943,Hispanic
P.S. 059 The Community School of Technology,0.0116,0.2902,0.126,0.6849,0.005,0.9834,0.2405,0.0083,X059,All Grades,281,-73.893322854,40.853021385,No,40,7,47,Bronx,NYC DOE,0.14893617021276595,Minority,0.6849,Hispanic
J.H.S. 080 The Mosholu Parkway,0.1189,0.1479,0.3155,0.6601,0.0091,0.811,0.2515,0.064,X080,All Grades,277,-73.881661543,40.87671366,No,99,3,102,Bronx,NYC DOE,0.029411764705882353,Minority,0.6601,Hispanic
P.S. 081 Robert J. Christen,0.0811,0.0929,0.0767,0.4853,0.0383,0.4808,0.1711,0.3024,X081,All Grades,326,-73.905201437,40.903616022,No,75,1,76,Bronx,NYC DOE,0.013157894736842105,Minority,0.4853,Hispanic
P.S. 085 Great Expectations,0.0112,0.2665,0.2625,0.7121,0.0081,0.9756,0.2625,0.002,X085,All Grades,277,-73.895157284,40.858808847,No,71,4,75,Bronx,NYC DOE,0.05333333333333334,Minority,0.7121,Hispanic
P.S. 086 Kingsbridge Heights,0.0512,0.0782,0.3106,0.8535,0.0047,1,0.1606,0.0124,X086,All Grades,307,-73.898399836,40.870124487,No,74,7,81,Bronx,NYC DOE,0.08641975308641975,Minority,0.8535,Hispanic
P.S. 091 Bronx,0.035,0.1954,0.345,0.7332,0.0162,0.9757,0.2412,0.0202,X091,All Grades,292,-73.907698114,40.858370906,No,46,1,47,Bronx,NYC DOE,0.02127659574468085,Minority,0.7332,Hispanic
P.S. 094 Kings College School,0.1098,0.1695,0.2776,0.6844,0.0145,0.9443,0.2123,0.0218,X094,All Grades,275,-73.875718526,40.880495389,No,31,5,36,Bronx,NYC DOE,0.1388888888888889,Minority,0.6844,Hispanic
P.S. 095 Sheila Mencher,0.0669,0.1891,0.1806,0.691,0.0177,1,0.1768,0.0354,X095,All Grades,289,-73.891275463,40.882879676,No,144,0,144,Bronx,NYC DOE,0,Minority,0.691,Hispanic
J.H.S. 118 William W. Niles,0.1298,0.206,0.124,0.6206,0.0059,0.9112,0.1817,0.0377,X118,All Grades,298,-73.892968108,40.84830472,No,53,4,57,Bronx,NYC DOE,0.07017543859649122,Minority,0.6206,Hispanic
Riverdale / Kingsbridge Academy (Middle School / H,0.0797,0.1108,0.0594,0.546,0.0036,0.5344,0.1962,0.26,X141,All Grades,306,-73.914335172,40.888388558,No,129,20,149,Bronx,NYC DOE,0.1342281879194631,Minority,0.546,Hispanic
P.S. 159 Luis Munoz Marin Biling,0,0.0769,0.2821,0.9077,0.0051,1,0.2103,0.0103,X159,All Grades,295,-73.892935078,40.855523605,No,19,0,19,Bronx,NYC DOE,0,Minority,0.9077,Hispanic
P.S. 205 Fiorello Laguardia,0.0048,0.1473,0.2219,0.7965,0,1,0.1909,0.0514,X205,All Grades,291,-73.88116751,40.855272663,No,78,3,81,Bronx,NYC DOE,0.037037037037037035,Minority,0.7965,Hispanic
I.S. 206 Ann Mersereau,0.0075,0.1723,0.2772,0.809,0,1,0.2734,0.0112,X206,All Grades,280,-73.906527354,40.859628455,No,28,2,30,Bronx,NYC DOE,0.06666666666666667,Minority,0.809,Hispanic
Theatre Arts Production Company School,0.0142,0.2943,0.0506,0.663,0.0142,1,0.2041,0.0142,X225,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.663,Hispanic
P.S. 226,0.004,0.2321,0.2381,0.756,0.006,0.9623,0.1627,0.002,X226,All Grades,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.756,Hispanic
Jonas Bronck Academy,0.046,0.1801,0.0575,0.7356,0.0115,0.8736,0.1954,0.0268,X228,All Grades,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7356,Hispanic
West Bronx Academy for the Future,0.025,0.2003,0.1169,0.7446,0.0067,0.9616,0.2404,0.0234,X243,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7446,Hispanic
The New School for Leadership and Journalism,0.0181,0.1125,0.2173,0.837,0.0065,0.9288,0.2652,0.0259,X244,All Grades,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.837,Hispanic
P.S. 246 Poe Center,0.0225,0.1032,0.2659,0.8479,0.0119,0.9193,0.1905,0.0146,X246,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8479,Hispanic
I.S. 254,0.0284,0.1785,0.3205,0.7789,0.002,1,0.2799,0.0122,X254,All Grades,280,-73.890206173,40.858806227,No,68,1,69,Bronx,NYC DOE,0.014492753623188406,Minority,0.7789,Hispanic
"P.S. 279 Captain Manuel Rivera, Jr.",0.0323,0.1562,0.2865,0.8031,0.0055,0.9575,0.2006,0.0028,X279,All Grades,287,-73.905188753,40.854800808,No,165,6,171,Bronx,NYC DOE,0.03508771929824561,Minority,0.8031,Hispanic
P.S./M.S. 280 Mosholu Parkway,0.1139,0.0877,0.1572,0.7483,0.0034,0.9453,0.2483,0.0467,X280,All Grades,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7483,Hispanic
P.S. 291,0.0043,0.105,0.2187,0.8835,0.0043,0.977,0.1511,0.0029,X291,All Grades,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8835,Hispanic
P.S. 306,0.0119,0.2672,0.1746,0.7143,0,1,0.2143,0.0066,X306,All Grades,285,-73.9102993,40.851903784,No,160,24,184,Bronx,NYC DOE,0.13043478260869565,Minority,0.7143,Hispanic
Luisa Pineiro Fuentes School of Science and Discov,0.0758,0.0954,0.2249,0.8142,0.0024,1,0.2054,0.0122,X307,All Grades,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8142,Hispanic
Bronx Dance Academy School,0.0336,0.2537,0.1119,0.7052,0,0.8097,0.1903,0.0075,X308,All Grades,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7052,Hispanic
P.S. 310 Marble Hill,0.0169,0.0898,0.168,0.8594,0.0026,0.9818,0.1849,0.0312,X310,All Grades,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8594,Hispanic
P.S. 315 Lab School,0.0071,0.1413,0.1979,0.8198,0.0212,0.9435,0.2191,0.0106,X315,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8198,Hispanic
The Bronx School of Young Leaders,0.0127,0.2386,0.2056,0.7411,0.0025,1,0.2386,0.0051,X331,All Grades,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7411,Hispanic
P.S. 340,0.0403,0.0961,0.2512,0.8326,0.0124,1,0.2295,0.0186,X340,All Grades,289,-73.897390619,40.868977955,No,86,5,91,Bronx,NYC DOE,0.054945054945054944,Minority,0.8326,Hispanic
International School for Liberal Arts,0,0.0018,0.6774,0.9947,0,0.9697,0.0891,0.0036,X342,All Grades,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9947,Hispanic
Ampark Neighborhood,0.0582,0.1085,0.0529,0.6111,0.0212,0.4815,0.1455,0.2011,X344,All Grades,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6111,Hispanic
P.S. 360,0.0165,0.1216,0.1258,0.8309,0.0041,0.9072,0.1876,0.0268,X360,All Grades,280,-73.902457337,40.874733775,No,91,9,100,Bronx,NYC DOE,0.09,Minority,0.8309,Hispanic
ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,0.022,0.132,0.335,0.8337,0.0024,0.9658,0.2469,0.0098,X363,All Grades,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8337,Hispanic
In-Tech Academy (M.S. / High School 368),0.0352,0.1018,0.1448,0.817,0.0098,0.9051,0.1791,0.0362,X368,All Grades,283,-73.90923969,40.880068064,No,159,15,174,Bronx,NYC DOE,0.08620689655172414,Minority,0.817,Hispanic
"Elementary School for Math, Science, and Technolog",0,0.2544,0.2686,0.742,0.0035,0.9505,0.1131,0,X382,All Grades,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.742,Hispanic
School for Environmental Citizenship,0.0036,0.1664,0.2803,0.8192,0.0018,0.991,0.1664,0.009,X386,All Grades,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8192,Hispanic
M.S. 390,0.0076,0.1662,0.2846,0.8186,0.0025,0.8841,0.2393,0.005,X390,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8186,Hispanic
The Angelo Patri Middle School,0.0117,0.249,0.3677,0.7315,0.0019,1,0.2626,0.0058,X391,All Grades,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7315,Hispanic
P.S. 396,0,0.2306,0.2038,0.748,0,0.8847,0.2493,0.0214,X396,All Grades,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.748,Hispanic
Creston Academy,0.0188,0.1399,0.3173,0.8351,0,0.977,0.2109,0.0063,X447,All Grades,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8351,Hispanic
East Fordham Academy for the Arts,0.0137,0.1566,0.261,0.8242,0,0.8516,0.2253,0.0055,X459,All Grades,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8242,Hispanic
P.S. 016 Wakefield,0.0316,0.5439,0.0526,0.314,0.0842,0.9491,0.1614,0.0263,X016,All Grades,289,-73.85465819,40.902412233,No,39,13,52,Bronx,NYC DOE,0.25,Minority,0.5439,Black
P.S. 019 Judith K. Weiss,0.0437,0.0734,0.0774,0.2798,0.006,0.5675,0.1528,0.5972,X019,All Grades,317,-73.867476679,40.899306447,No,50,7,57,Bronx,NYC DOE,0.12280701754385964,White,0.5972,White
P.S. 021 Philip H. Sheridan,0.0212,0.7129,0.0622,0.2376,0.0226,0.8515,0.1726,0.0057,X021,All Grades,279,-73.859774407,40.887612691,No,65,9,74,Bronx,NYC DOE,0.12162162162162163,Minority,0.7129,Black
P.S. 041 Gun Hill Road,0.0118,0.5659,0.0911,0.3976,0.0107,0.9636,0.1726,0.0139,X041,All Grades,297,-73.868125684,40.87451655,No,53,11,64,Bronx,NYC DOE,0.171875,Minority,0.5659,Black
P.S. 068 Bronx,0.012,0.7984,0.0107,0.1562,0.02,1,0.1736,0.0134,X068,All Grades,294,-73.838587358,40.891896375,No,102,14,116,Bronx,NYC DOE,0.1206896551724138,Minority,0.7984,Black
P.S. 076 The Bennington School,0.0296,0.4585,0.1115,0.4252,0.0133,1,0.1592,0.0734,X076,All Grades,280,-73.861043087,40.8695685,No,40,5,45,Bronx,NYC DOE,0.1111111111111111,Minority,0.4585,Black
P.S. 078 Anne Hutchinson,0.01,0.7163,0.0413,0.2075,0.0075,0.8537,0.155,0.0587,X078,All Grades,287,-73.851286539,40.878442904,No,47,5,52,Bronx,NYC DOE,0.09615384615384616,Minority,0.7163,Black
P.S. 083 Donald Hertz,0.0887,0.0976,0.1125,0.4952,0.0065,1,0.1798,0.3119,X083,All Grades,303,-73.859011634,40.849480059,No,88,5,93,Bronx,NYC DOE,0.053763440860215055,Minority,0.4952,Hispanic
P.S. 087 Bronx,0.054,0.7333,0.0159,0.1508,0.0571,0.8429,0.1603,0.0048,X087,All Grades,289,-73.845730492,40.89519683,No,42,3,45,Bronx,NYC DOE,0.06666666666666667,Minority,0.7333,Black
P.S. 089 Bronx,0.0598,0.2296,0.197,0.534,0.0082,1,0.2004,0.1685,X089,All Grades,297,-73.859233112,40.8630255,No,61,2,63,Bronx,NYC DOE,0.031746031746031744,Minority,0.534,Hispanic
P.S. 096 Richard Rodgers,0.0497,0.2305,0.0863,0.6081,0.0122,1,0.1756,0.0995,X096,All Grades,293,-73.868546283,40.86108109,No,176,2,178,Bronx,NYC DOE,0.011235955056179775,Minority,0.6081,Hispanic
P.S. 097 Bronx,0.1599,0.29,0.0447,0.3753,0.0271,0.7656,0.1585,0.1477,X097,All Grades,300,-73.846962388,40.86285546,No,36,1,37,Bronx,NYC DOE,0.02702702702702703,Minority,0.3753,Hispanic
P.S. 103 Hector Fontanez,0.0251,0.5329,0.1768,0.3821,0.0364,0.8579,0.1785,0.0234,X103,All Grades,282,-73.861417168,40.892347143,No,69,10,79,Bronx,NYC DOE,0.12658227848101267,Minority,0.5329,Black
P.S. 105 Sen Abraham Bernstein,0.0892,0.125,0.2039,0.6389,0.0234,0.9174,0.1791,0.1235,X105,All Grades,304,-73.866451165,40.8524115,No,66,13,79,Bronx,NYC DOE,0.16455696202531644,Minority,0.6389,Hispanic
P.S. 106 Parkchester,0.3492,0.2572,0.138,0.3541,0.0115,1,0.1323,0.0279,X106,All Grades,305,-73.855108431,40.83626932,No,181,4,185,Bronx,NYC DOE,0.021621621621621623,Minority,0.3541,Hispanic
P.S. 108 Philip J. Abinanti,0.1157,0.0708,0.1105,0.4594,0.0138,0.8066,0.1382,0.3402,X108,All Grades,316,-73.852978375,40.854814052,No,63,0,63,Bronx,NYC DOE,0,Minority,0.4594,Hispanic
P.S. 111 Seton Falls,0.0029,0.6313,0.0798,0.3411,0.0174,0.8853,0.2554,0.0073,X111,All Grades,277,-73.840608374,40.885317865,No,121,1,122,Bronx,NYC DOE,0.00819672131147541,Minority,0.6313,Black
P.S. 112 Bronxwood,0,0.4926,0.0271,0.5,0,0.9778,0.1921,0.0074,X112,All Grades,279,-73.843847369,40.884563199,No,116,1,117,Bronx,NYC DOE,0.008547008547008548,Minority,0.5,Hispanic
P.S. 121 Throop,0.0643,0.6347,0.0449,0.2653,0.0082,1,0.1296,0.0276,X121,All Grades,292,-73.850952905,40.865897538,No,150,10,160,Bronx,NYC DOE,0.0625,Minority,0.6347,Black
J.H.S. 127 The Castle Hill,0.3192,0.2401,0.176,0.4011,0.0123,1,0.1146,0.0273,X127,All Grades,292,-73.853535307,40.83812584,No,61,2,63,Bronx,NYC DOE,0.031746031746031744,Minority,0.4011,Hispanic
J.H.S. 144 Michelangelo,0.0233,0.6541,0.0806,0.2921,0.0036,1,0.2366,0.0269,X144,All Grades,275,-73.836077787,40.864185115,No,113,1,114,Bronx,NYC DOE,0.008771929824561403,Minority,0.6541,Black
P.S. 153 Helen Keller,0.0943,0.5914,0.0229,0.2471,0.0143,0.6429,0.1214,0.0529,X153,All Grades,312,-73.833705113,40.873016305,No,114,4,118,Bronx,NYC DOE,0.03389830508474576,Minority,0.5914,Black
P.S. 160 Walt Disney,0.0251,0.5879,0.0653,0.3417,0.0302,0.7412,0.2764,0.0151,X160,All Grades,291,-73.824448114,40.864481906,No,141,18,159,Bronx,NYC DOE,0.11320754716981132,Minority,0.5879,Black
BAYCHESTER ACADEMY,0.0158,0.7365,0.0315,0.2027,0.0293,0.8288,0.2027,0.0158,X169,All Grades,317,-73.839711699,40.881116305,No,83,7,90,Bronx,NYC DOE,0.07777777777777778,Minority,0.7365,Black
P.S. 175 City Island,0.0525,0.0679,0.0216,0.284,0.0123,0.392,0.1543,0.5833,X175,All Grades,309,-73.785158027,40.843787414,No,57,4,61,Bronx,NYC DOE,0.06557377049180328,White,0.5833,White
