school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
PS 503: The School of Discovery,0.1791,0.0102,0.5448,0.7729,0.0037,0.9649,0.2096,0.0342,K503,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7729,Hispanic
P.S. 506: The School of Journalism & Technology,0.2945,0.0093,0.2736,0.6566,0.0012,0.9616,0.1467,0.0384,K506,All Grades,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6566,Hispanic
Urban Assembly School for Criminal Justice,0.4496,0.2339,0.1089,0.1956,0.004,0.9173,0.1391,0.1169,K609,All Grades,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4496,Asian
The Academy of Talented Scholars,0.1854,0.0449,0.059,0.1348,0.014,0.441,0.2163,0.6208,K682,All Grades,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.6208,White
Brooklyn School of Inquiry,0.1587,0.0499,0.0544,0.0431,0.0113,0.1927,0.068,0.737,K686,All Grades,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.737,White
P.S. 748 Brooklyn School for Global Scholars,0.3882,0.0035,0.1577,0.1958,0.0173,0.6308,0.104,0.3951,K748,All Grades,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3951,White
"School of Math, Science, and Healthy Living",0.5268,0.0179,0.4137,0.4048,0.003,0.9256,0.125,0.0476,K971,All Grades,306,-74.020053954,40.639406165,No,70,0,70,Kings,NYC DOE,0,Minority,0.5268,Asian
P.S. 90 Edna Cohen School,0.1186,0.1351,0.1351,0.5706,0.0135,1,0.1366,0.1622,K090,All Grades,293,-73.979649685,40.578138,No,113,14,127,Kings,NYC DOE,0.11023622047244094,Minority,0.5706,Hispanic
P.S. 095 The Gravesend,0.2771,0.0869,0.1452,0.3845,0.0133,1,0.1626,0.2382,K095,All Grades,320,-73.975055074,40.596229051,No,56,32,88,Kings,NYC DOE,0.36363636363636365,Minority,0.3845,Hispanic
I.S. 096 Seth Low,0.315,0.1082,0.2759,0.2947,0.0094,1,0.2633,0.2727,K096,All Grades,304,-73.984877036,40.607547358,No,89,7,96,Kings,NYC DOE,0.07291666666666667,Minority,0.315,Asian
P.S. 97 The Highlawn,0.4806,0.0061,0.2282,0.2075,0.0085,1,0.1638,0.2973,K097,All Grades,321,-73.986078496,40.60133495,No,48,4,52,Kings,NYC DOE,0.07692307692307693,Minority,0.4806,Asian
I.S. 98 Bay Academy,0.2843,0.0347,0.0153,0.0929,0.016,0.5721,0.0784,0.5721,K098,All Grades,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.5721,White
P.S. 099 Isaac Asimov,0.414,0.0854,0.2883,0.1922,0.0071,1,0.1542,0.3013,K099,All Grades,305,-73.965617161,40.621567495,No,61,7,68,Kings,NYC DOE,0.10294117647058823,Minority,0.414,Asian
P.S. 100 The Coney Island School,0.0368,0.0436,0.1185,0.064,0.0054,0.5967,0.1499,0.8501,K100,All Grades,326,-73.971338534,40.576956912,No,70,3,73,Kings,NYC DOE,0.0410958904109589,White,0.8501,White
P.S. 101 The Verrazano,0.5212,0.0045,0.1938,0.1748,0.0033,1,0.1637,0.2962,K101,All Grades,328,-73.991576938,40.597748142,No,73,4,77,Kings,NYC DOE,0.05194805194805195,Minority,0.5212,Asian
P.S. 121 Nelson A. Rockefeller,0.1715,0.0396,0.1821,0.4301,0.0079,1,0.2454,0.3509,K121,All Grades,313,-73.979062535,40.623010817,No,51,2,53,Kings,NYC DOE,0.03773584905660377,Minority,0.4301,Hispanic
P.S. 128 Bensonhurst,0.3122,0.0094,0.3545,0.1995,0.0164,0.8263,0.1268,0.4624,K128,All Grades,304,-73.995336901,40.604768989,No,51,9,60,Kings,NYC DOE,0.15,Minority,0.4624,White
P.S. 153 Homecrest,0.2719,0.0268,0.2165,0.3113,0.0465,1,0.1628,0.3435,K153,All Grades,316,-73.959728153,40.601201386,No,74,5,79,Kings,NYC DOE,0.06329113924050633,Minority,0.3435,White
P.S. 177 The Marlboro,0.2583,0.0062,0.305,0.3216,0.0176,1,0.1774,0.3963,K177,All Grades,304,-73.974537461,40.608611634,No,75,2,77,Kings,NYC DOE,0.025974025974025976,Minority,0.3963,White
P.S. 188 Michael E. Berdy,0.0472,0.5113,0.0349,0.3511,0.0103,1,0.2279,0.0801,K188,All Grades,294,-74.000570129,40.577174634,No,73,11,84,Kings,NYC DOE,0.13095238095238096,Minority,0.5113,Black
P.S. 199 Frederick Wachtel,0.25,0.0434,0.3347,0.2521,0,0.8388,0.1612,0.4545,K199,All Grades,312,-73.963204188,40.616680349,No,55,6,61,Kings,NYC DOE,0.09836065573770492,Minority,0.4545,White
P.S. 209 Margaret Mead,0.2853,0.036,0.1814,0.241,0.0083,0.795,0.2396,0.4294,K209,All Grades,315,-73.961938463,40.58671984,No,44,18,62,Kings,NYC DOE,0.2903225806451613,Minority,0.4294,White
P.S. 212 Lady Deborah Moody,0.3242,0.1499,0.1657,0.3228,0.0058,0.8343,0.2061,0.1974,K212,All Grades,300,-73.985810669,40.587693759,No,71,0,71,Kings,NYC DOE,0,Minority,0.3242,Asian
P.S. 215 Morris H. Weiss,0.2221,0.0308,0.1424,0.2572,0.0181,0.7014,0.1211,0.4718,K215,All Grades,324,-73.970044313,40.602081351,No,61,8,69,Kings,NYC DOE,0.11594202898550725,Minority,0.4718,White
P.S. 216 Arturo Toscanini,0.2446,0.0511,0.1285,0.1765,0.0077,0.7276,0.1269,0.5201,K216,All Grades,309,-73.970170266,40.590469686,No,70,13,83,Kings,NYC DOE,0.1566265060240964,White,0.5201,White
P.S. K225 - The Eileen E. Zaglin,0.182,0.0254,0.3757,0.3767,0.0085,1,0.2063,0.4074,K225,All Grades,297,-73.956272467,40.57973616,No,75,9,84,Kings,NYC DOE,0.10714285714285714,Minority,0.4074,White
P.S. 226 Alfred De B.Mason,0.2744,0.0174,0.1826,0.3082,0.0068,0.8502,0.1884,0.3932,K226,All Grades,314,-73.976444181,40.615164293,No,71,0,71,Kings,NYC DOE,0,Minority,0.3932,White
I.S. 228 David A. Boody,0.3091,0.0898,0.1124,0.2701,0.007,0.8048,0.1764,0.324,K228,All Grades,314,-73.976800909,40.601277609,No,64,9,73,Kings,NYC DOE,0.1232876712328767,Minority,0.324,White
P.S. 238 Anne Sullivan,0.1932,0.0444,0.253,0.5282,0.0017,1,0.2171,0.2325,K238,All Grades,289,-73.964996865,40.608652673,No,61,17,78,Kings,NYC DOE,0.21794871794871795,Minority,0.5282,Hispanic
Mark Twain I.S. 239 for the Gifted & Talented,0.2787,0.0916,0.0054,0.0554,0.0323,0.2987,0.0893,0.542,K239,All Grades,351,-73.992337397,40.578194377,No,98,63,161,Kings,NYC DOE,0.391304347826087,White,0.542,White
P.S. 253,0.3887,0.0046,0.2134,0.4141,0.0115,1,0.1915,0.1811,K253,All Grades,325,-73.961917658,40.579640056,No,81,7,88,Kings,NYC DOE,0.07954545454545454,Minority,0.4141,Hispanic
I.S. 281 Joseph B Cavallaro,0.3693,0.0699,0.151,0.2373,0.0129,0.7938,0.1501,0.3106,K281,All Grades,311,-73.993206067,40.59548798,No,103,31,134,Kings,NYC DOE,0.23134328358208955,Minority,0.3693,Asian
P.S. 288 The Shirley Tanyhill,0.0258,0.499,0.0775,0.3757,0.0119,1,0.2266,0.0875,K288,All Grades,276,-73.991965635,40.574308495,No,96,6,102,Kings,NYC DOE,0.058823529411764705,Minority,0.499,Black
I.S. 303 Herbert S. Eisenberg,0.2023,0.1595,0.1226,0.321,0.0039,1,0.1848,0.3132,K303,All Grades,302,-73.972489385,40.582071449,No,141,37,178,Kings,NYC DOE,0.20786516853932585,Minority,0.321,Hispanic
P.S. 329 Surfside,0.06,0.6044,0.0311,0.2689,0.0022,0.9356,0.1956,0.0644,K329,All Grades,277,-73.996334865,40.575001673,No,144,7,151,Kings,NYC DOE,0.046357615894039736,Minority,0.6044,Black
Kingsborough Early College School,0.0691,0.2695,0.0106,0.2606,0.0089,0.7482,0.156,0.3918,K468,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3918,White
Brooklyn Studio Secondary School,0.1632,0.0466,0.111,0.2619,0.0022,0.7514,0.1787,0.5261,K690,All Grades,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.5261,White
J.H.S. 014 Shell Bank,0.1002,0.5264,0.1621,0.1494,0.0091,0.8798,0.2714,0.2149,K014,All Grades,292,-73.9376885,40.593495992,No,44,3,47,Kings,NYC DOE,0.06382978723404255,Minority,0.5264,Black
P.S. 052 Sheepshead Bay,0.1219,0.1455,0.1505,0.1343,0.0274,0.7351,0.1343,0.5709,K052,All Grades,314,-73.940406314,40.587394505,No,115,9,124,Kings,NYC DOE,0.07258064516129033,White,0.5709,White
J.H.S. 078 Roy H. Mann,0.035,0.7396,0.0557,0.0881,0.0091,0.7098,0.2293,0.1282,K078,All Grades,288,-73.912682325,40.62102123,No,103,33,136,Kings,NYC DOE,0.2426470588235294,Minority,0.7396,Black
P.S. 109,0.008,0.8128,0.048,0.1584,0.0064,0.808,0.256,0.0144,K109,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8128,Black
P.S. 119 Amersfort,0.1308,0.715,0.0444,0.1238,0.0093,1,0.1542,0.021,K119,All Grades,292,-73.938142183,40.625729458,No,49,5,54,Kings,NYC DOE,0.09259259259259259,Minority,0.715,Black
P.S. K134,0.4131,0.1119,0.2306,0.1532,0.0103,1,0.1343,0.3115,K134,All Grades,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4131,Asian
P.S. 139 Alexine A. Fenty,0.1734,0.332,0.189,0.38,0.0176,0.81,0.144,0.097,K139,All Grades,298,-73.965397263,40.641088663,No,139,8,147,Kings,NYC DOE,0.05442176870748299,Minority,0.38,Hispanic
School of Science & Technology,0.0627,0.6775,0.1265,0.2139,0.0134,1,0.1579,0.0325,K152,All Grades,292,-73.954400129,40.633237667,No,174,7,181,Kings,NYC DOE,0.03867403314917127,Minority,0.6775,Black
P.S. 193 Gil Hodges,0.1644,0.4717,0.1644,0.1463,0.0397,0.78,0.1417,0.178,K193,All Grades,305,-73.95021362,40.621535391,No,82,0,82,Kings,NYC DOE,0,Minority,0.4717,Black
P.S. 194 Raoul Wallenberg,0.1322,0.4883,0.0938,0.2431,0.0171,1,0.2175,0.1194,K194,All Grades,301,-73.93393658,40.596702377,No,130,8,138,Kings,NYC DOE,0.057971014492753624,Minority,0.4883,Black
P.S. 195 Manhattan Beach,0.0413,0.0304,0.1174,0.0348,0.0043,0.3,0.0717,0.8891,K195,All Grades,338,-73.943947007,40.580186092,No,67,1,68,Kings,NYC DOE,0.014705882352941176,White,0.8891,White
P.S. 197 - The Kings Highway Academy,0.0882,0.1564,0.2146,0.1797,0.0183,1,0.173,0.5574,K197,All Grades,317,-73.951857405,40.612549757,No,72,20,92,Kings,NYC DOE,0.21739130434782608,White,0.5574,White
P.S. 198 Brooklyn,0.0275,0.8665,0.053,0.0742,0.0148,0.8962,0.1886,0.0169,K198,All Grades,302,-73.936871141,40.636975493,No,65,9,74,Kings,NYC DOE,0.12162162162162163,Minority,0.8665,Black
P.S. 203 Floyd Bennett School,0.0296,0.8175,0.0463,0.0977,0.0167,1,0.1799,0.0386,K203,All Grades,298,-73.925652976,40.621459493,No,77,5,82,Kings,NYC DOE,0.06097560975609756,Minority,0.8175,Black
P.S. 206 Joseph F Lamb,0.4688,0.0205,0.1728,0.0977,0.0135,0.7316,0.1154,0.3994,K206,All Grades,321,-73.948937693,40.597286011,No,72,14,86,Kings,NYC DOE,0.16279069767441862,Minority,0.4688,Asian
P.S. 207 Elizabeth G. Leary,0.1051,0.3452,0.0205,0.1422,0.0126,0.4834,0.1509,0.3949,K207,All Grades,318,-73.929919797,40.613496348,No,50,13,63,Kings,NYC DOE,0.20634920634920634,Minority,0.3949,White
P.S. 217 Colonel David Marcus School,0.4853,0.1174,0.2292,0.1967,0.0214,1,0.1404,0.1792,K217,All Grades,313,-73.966511243,40.63396695,No,115,6,121,Kings,NYC DOE,0.049586776859504134,Minority,0.4853,Asian
P.S. 222 Katherine R. Snyder,0.2011,0.1446,0.0486,0.1864,0.0226,0.5198,0.2136,0.4452,K222,All Grades,331,-73.938499233,40.613548734,No,52,7,59,Kings,NYC DOE,0.11864406779661017,Minority,0.4452,White
J.H.S. 234 Arthur W. Cunningham,0.263,0.1684,0.0904,0.1195,0.0062,0.6149,0.1102,0.4428,K234,All Grades,324,-73.95547673,40.604341254,No,129,28,157,Kings,NYC DOE,0.17834394904458598,Minority,0.4428,White
P.S. 236 Mill Basin,0.0996,0.203,0.0627,0.131,0.0351,0.4188,0.1144,0.5314,K236,All Grades,336,-73.913037705,40.615897426,No,92,6,98,Kings,NYC DOE,0.061224489795918366,White,0.5314,White
Andries Hudde,0.1819,0.6373,0.1259,0.1064,0.008,0.7311,0.167,0.0664,K240,All Grades,291,-73.946328212,40.623772495,No,110,18,128,Kings,NYC DOE,0.140625,Minority,0.6373,Black
P.S. 245,0.0199,0.5397,0.1457,0.394,0.0232,0.947,0.1854,0.0232,K245,All Grades,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5397,Black
P.S. 251 Paerdegat,0.0411,0.7816,0.0493,0.1166,0.0164,1,0.1658,0.0443,K251,All Grades,287,-73.924298194,40.631493216,No,60,5,65,Kings,NYC DOE,0.07692307692307693,Minority,0.7816,Black
P.S. 254 Dag Hammarskjold,0.3261,0.0203,0.1664,0.0812,0.0068,0.6238,0.0825,0.5656,K254,All Grades,333,-73.95150448,40.590455384,No,94,20,114,Kings,NYC DOE,0.17543859649122806,White,0.5656,White
P.S. 255 Barbara Reing School,0.241,0.0251,0.1603,0.1167,0.0174,0.7448,0.1679,0.5998,K255,All Grades,322,-73.955596263,40.604638746,No,146,12,158,Kings,NYC DOE,0.0759493670886076,White,0.5998,White
P.S. 269 Nostrand,0.0287,0.893,0.1332,0.0627,0.0052,1,0.2115,0.0104,K269,All Grades,292,-73.948136643,40.637729074,No,99,14,113,Kings,NYC DOE,0.12389380530973451,Minority,0.893,Black
P.S. 277 Gerritsen Beach,0.0744,0.0306,0.0416,0.1225,0.0109,0.442,0.1926,0.7615,K277,All Grades,324,-73.92872115,40.59608577,No,64,12,76,Kings,NYC DOE,0.15789473684210525,White,0.7615,White
J.H.S. 278 Marine Park,0.0712,0.4664,0.0572,0.1805,0.008,0.7071,0.1745,0.2738,K278,All Grades,306,-73.939029508,40.606525686,No,73,19,92,Kings,NYC DOE,0.20652173913043478,Minority,0.4664,Black
P.S. 312 Bergen Beach,0.0367,0.3942,0.0367,0.1058,0.0178,0.49,0.1682,0.4454,K312,All Grades,322,-73.908658963,40.621633825,No,119,0,119,Kings,NYC DOE,0,Minority,0.4454,White
P.S. K315,0.0784,0.6645,0.1195,0.2108,0.0154,0.8522,0.2069,0.0308,K315,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6645,Black
P.S. 041 Francis White,0.0133,0.6212,0.0436,0.3447,0.0133,0.9867,0.2614,0.0076,K041,All Grades,274,-73.906776881,40.659760323,No,90,0,90,Kings,NYC DOE,0,Minority,0.6212,Black
P.S./I.S. 137 Rachel Jean Mitchell,0.0132,0.7261,0.033,0.1914,0.0627,0.8812,0.2376,0.0066,K137,All Grades,292,-73.91707701,40.682633757,No,52,2,54,Kings,NYC DOE,0.037037037037037035,Minority,0.7261,Black
P.S. 150 Christopher,0.0267,0.5882,0.1444,0.3316,0.0053,0.9626,0.2406,0.0481,K150,All Grades,267,-73.904636304,40.668536148,No,65,12,77,Kings,NYC DOE,0.15584415584415584,Minority,0.5882,Black
P.S./ I.S. 155 Nicholas Herkimer,0.0152,0.5467,0.1333,0.4152,0.0152,0.9714,0.1867,0.0076,K155,All Grades,288,-73.908661217,40.677411457,No,61,1,62,Kings,NYC DOE,0.016129032258064516,Minority,0.5467,Black
P.S. 156 Waverly,0.0025,0.8,0.0333,0.1815,0.0086,0.9136,0.2,0.0074,K156,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8,Black
P.S. 165 Ida Posner,0.0066,0.8502,0.0396,0.1189,0,1,0.2599,0.0242,K165,All Grades,268,-73.911037207,40.657414737,No,40,15,55,Kings,NYC DOE,0.2727272727272727,Minority,0.8502,Black
P.S. 178 Saint Clair Mckelway,0.0075,0.8075,0.0525,0.16,0.0125,0.885,0.1875,0.0125,K178,All Grades,288,-73.915371189,40.675027431,No,44,3,47,Kings,NYC DOE,0.06382978723404255,Minority,0.8075,Black
P.S. 184 Newport,0.0036,0.7304,0.0375,0.2607,0.0036,0.9179,0.1607,0.0018,K184,All Grades,284,-73.9048871,40.660000354,No,78,8,86,Kings,NYC DOE,0.09302325581395349,Minority,0.7304,Black
P.S. 284 Lew Wallace,0.0018,0.6768,0.1,0.3143,0,0.9232,0.2411,0.0071,K284,All Grades,271,-73.908107257,40.667002051,No,51,1,52,Kings,NYC DOE,0.019230769230769232,Minority,0.6768,Black
P.S. 298 Dr. Betty Shabazz,0,0.6556,0.0667,0.263,0.063,0.9852,0.2259,0.0185,K298,All Grades,279,-73.908158538,40.670826632,No,102,2,104,Kings,NYC DOE,0.019230769230769232,Minority,0.6556,Black
P.S./I.S. 323,0.0068,0.8128,0.0297,0.1735,0.0023,0.8402,0.1804,0.0046,K323,All Grades,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8128,Black
P.S. 327 Dr. Rose B. English,0.0117,0.7391,0.0669,0.2258,0.0117,0.8227,0.2308,0.0117,K327,All Grades,269,-73.912401678,40.668878091,No,158,1,159,Kings,NYC DOE,0.006289308176100629,Minority,0.7391,Black
Brownsville Collaborative Middle School,0.0137,0.6849,0.1027,0.2877,0.0068,0.9658,0.2603,0.0068,K363,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6849,Black
I.S. 392,0.0409,0.777,0,0.1599,0.0149,0.7584,0.0706,0.0074,K392,All Grades,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.777,Black
Christopher Avenue Community School,0.0063,0.6909,0.0189,0.2776,0.0158,0.8801,0.265,0.0095,K401,All Grades,287,-73.984730174,40.593585787,No,2,1,3,Kings,NYC DOE,0.3333333333333333,Minority,0.6909,Black
Riverdale Avenue Community School,0.0205,0.7671,0.0445,0.1712,0.0308,0.8664,0.1952,0.0103,K446,All Grades,287,-74.003234271,40.613152756,No,1,3,4,Kings,NYC DOE,0.75,Minority,0.7671,Black
Kappa V,0.0103,0.9021,0.0103,0.0722,0.0052,0.8711,0.1546,0.0103,K518,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9021,Black
Mott Hall IV,0.0055,0.8852,0.0219,0.1093,0,0.8689,0.1967,0,K522,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8852,Black
Brooklyn Landmark Elementary School,0.026,0.7552,0.0365,0.2083,0,1,0.1667,0.0104,K599,All Grades,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7552,Black
Eagle Academy for Young Men II,0.0052,0.8733,0.0139,0.0955,0.0139,0.7587,0.224,0.0122,K644,All Grades,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8733,Black
Brooklyn Environmental Exploration School (BEES),0,0.814,0.0233,0.1628,0.0116,1,0.2907,0.0116,K664,All Grades,283,-74.023636194,40.645752854,No,47,0,47,Kings,NYC DOE,0,Minority,0.814,Black
Riverdale Avenue Middle School,0.0116,0.8488,0.0581,0.1163,0.0233,0.8953,0.2209,0,K668,All Grades,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8488,Black
Mott Hall Bridges Academy,0.0052,0.8377,0.0157,0.1361,0.0105,0.7487,0.2513,0.0105,K671,All Grades,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8377,Black
Teachers Preparatory High School,0.0026,0.841,0.0308,0.1462,0.0051,0.7846,0.2026,0.0051,K697,All Grades,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.841,Black
I.S. 5 - The Walter Crowley Intermediate School,0.4164,0.019,0.1755,0.5372,0.005,1,0.1448,0.0224,Q005,All Grades,316,-73.887508321,40.737280191,No,150,38,188,Queens,NYC DOE,0.20212765957446807,Minority,0.5372,Hispanic
P.S. 007 Louis F. Simeone,0.6293,0.0048,0.6054,0.3515,0.0048,0.8793,0.1274,0.0096,Q007,All Grades,308,-73.882130813,40.739428528,No,214,8,222,Queens,NYC DOE,0.036036036036036036,Minority,0.6293,Asian
P.S. 012 James B. Colgate,0.5746,0.0016,0.2881,0.3885,0.0133,0.9019,0.1075,0.022,Q012,All Grades,319,-73.892865365,40.742660758,No,127,13,140,Queens,NYC DOE,0.09285714285714286,Minority,0.5746,Asian
P.S. 013 Clement C. Moore,0.3077,0.091,0.3536,0.574,0.005,1,0.1059,0.0223,Q013,All Grades,308,-73.868338802,40.737240932,No,204,3,207,Queens,NYC DOE,0.014492753623188406,Minority,0.574,Hispanic
P.S. 014 Fairview,0.0825,0.0373,0.278,0.8571,0.0068,1,0.1469,0.0164,Q014,All Grades,290,-73.853941575,40.740947915,No,127,15,142,Queens,NYC DOE,0.1056338028169014,Minority,0.8571,Hispanic
P.S. Q016 The Nancy DeBenedittis School,0.0932,0.0029,0.4359,0.8969,0.0029,1,0.1527,0.0041,Q016,All Grades,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8969,Hispanic
P.S. 019 Marino Jeantet,0.0912,0.0045,0.6108,0.8994,0.0015,1,0.1864,0.0035,Q019,All Grades,299,-73.867434692,40.7493013,No,78,3,81,Queens,NYC DOE,0.037037037037037035,Minority,0.8994,Hispanic
P.S. 049 Dorothy Bonawit Kole,0.1574,0.0027,0.0628,0.2688,0.0053,0.4704,0.1362,0.5659,Q049,All Grades,324,-73.875081739,40.719765451,No,95,10,105,Queens,NYC DOE,0.09523809523809523,White,0.5659,White
P.S. 58 - The School of Heroes,0.3644,0.0132,0.1377,0.3846,0.003,0.75,0.166,0.2348,Q058,All Grades,317,-73.890741469,40.728669864,No,161,8,169,Queens,NYC DOE,0.047337278106508875,Minority,0.3846,Hispanic
I.S. 061 Leonardo Da Vinci,0.0663,0.0364,0.2792,0.8802,0.0013,0.9451,0.18,0.0158,Q061,All Grades,289,-73.863306084,40.742600273,No,110,0,110,Queens,NYC DOE,0,Minority,0.8802,Hispanic
P.S. 068 Cambridge,0.0406,0.0392,0.2016,0.8146,0.0095,1,0.1543,0.0961,Q068,All Grades,301,-73.897182711,40.696662298,No,114,2,116,Queens,NYC DOE,0.017241379310344827,Minority,0.8146,Hispanic
P.S. 071 Forest,0.0252,0.0057,0.1453,0.5538,0.0057,0.8398,0.1453,0.4096,Q071,All Grades,307,-73.905200865,40.711155034,No,69,4,73,Queens,NYC DOE,0.0547945205479452,Minority,0.5538,Hispanic
I.S. 73 - The Frank Sansivieri Intermediate School,0.2413,0.0158,0.1383,0.6046,0.0026,1,0.1661,0.1356,Q073,All Grades,316,-73.893698626,40.72917568,No,96,8,104,Queens,NYC DOE,0.07692307692307693,Minority,0.6046,Hispanic
I.S. 077,0.0912,0.0286,0.2175,0.7631,9e-4,0.8442,0.2276,0.1161,Q077,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7631,Hispanic
P.S. 81Q Jean Paul Richter,0.06,0.0095,0.1863,0.8684,0.0011,1,0.2442,0.0611,Q081,All Grades,310,-73.912235012,40.70375091,No,73,2,75,Queens,NYC DOE,0.02666666666666667,Minority,0.8684,Hispanic
P.S. / I.S. 087 Middle Village,0.0373,0.0124,0.0551,0.4956,0.0053,0.6643,0.254,0.4494,Q087,All Grades,302,-73.871298219,40.711833794,No,75,9,84,Queens,NYC DOE,0.10714285714285714,Minority,0.4956,Hispanic
P.S. 088 Seneca,0.0574,0.021,0.2051,0.5424,0.0036,0.732,0.1486,0.3756,Q088,All Grades,304,-73.896320147,40.703819918,No,122,15,137,Queens,NYC DOE,0.10948905109489052,Minority,0.5424,Hispanic
P.S. 089 Elmhurst,0.2194,5e-4,0.4083,0.7594,0.0061,1,0.1322,0.0147,Q089,All Grades,307,-73.880037066,40.746104739,No,141,6,147,Queens,NYC DOE,0.04081632653061224,Minority,0.7594,Hispanic
P.S. 091 Richard Arkwright,0.0318,0.0271,0.0719,0.5177,0.0047,0.717,0.1828,0.4186,Q091,All Grades,301,-73.885119799,40.70359231,No,142,7,149,Queens,NYC DOE,0.04697986577181208,Minority,0.5177,Hispanic
I.S. 093 Ridgewood,0.0903,0.0203,0.1511,0.719,0.0025,0.8135,0.1764,0.1679,Q093,All Grades,301,-73.902704238,40.706142881,No,126,4,130,Queens,NYC DOE,0.03076923076923077,Minority,0.719,Hispanic
P.S. 102 Bayview,0.5888,0.0438,0.1399,0.329,0.0092,0.8486,0.1222,0.0292,Q102,All Grades,323,-73.877817806,40.733393896,No,162,0,162,Queens,NYC DOE,0,Minority,0.5888,Asian
PS 110,0.0269,0.0323,0.5,0.9247,0.0108,0.9677,0.1452,0.0054,Q110,All Grades,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9247,Hispanic
P.S./I.S. 113 Anthony J. Pranzo,0.0533,0.0115,0.0345,0.3887,0.0125,0.6865,0.1254,0.534,Q113,All Grades,323,-73.862106034,40.705109952,No,127,11,138,Queens,NYC DOE,0.07971014492753623,White,0.534,White
I.S. 119 The Glendale,0.2312,0.0147,0.0376,0.3156,0.0083,0.6771,0.1055,0.4303,Q119,All Grades,326,-73.874995129,40.704449422,No,78,1,79,Queens,NYC DOE,0.012658227848101266,Minority,0.4303,White
I.S. 125 Thom J. McCann Woodside,0.3721,0.0182,0.1682,0.5565,0.0039,1,0.1558,0.0494,Q125,All Grades,307,-73.918623598,40.741068641,No,99,6,105,Queens,NYC DOE,0.05714285714285714,Minority,0.5565,Hispanic
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0.0324,0.0076,0.0378,0.1985,0.0054,0.3528,0.1057,0.7562,Q128,All Grades,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.7562,White
P.S. 143 Louis Armstrong,0.0445,0.0167,0.4463,0.9354,6e-4,0.9477,0.1491,0.0028,Q143,All Grades,287,-73.855160719,40.755250781,No,89,4,93,Queens,NYC DOE,0.043010752688172046,Minority,0.9354,Hispanic
P.S. 153 Maspeth Elem,0.0705,0.0085,0.091,0.4598,0.0078,0.6953,0.146,0.4535,Q153,All Grades,321,-73.903634496,40.716398473,No,172,4,176,Queens,NYC DOE,0.022727272727272728,Minority,0.4598,Hispanic
P.S. 199 Maurice A. Fitzgerald,0.3155,0.0056,0.3961,0.6021,0.0187,1,0.1592,0.0581,Q199,All Grades,310,-73.9261819,40.740005991,No,86,7,93,Queens,NYC DOE,0.07526881720430108,Minority,0.6021,Hispanic
Elm Tree Elementary School,0.0407,0.0543,0.6652,0.8869,0.0045,0.9774,0.1267,0.0136,Q211,All Grades,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8869,Hispanic
P.S. 229 Emanuel Kaplan,0.352,0.0149,0.0767,0.3882,0.0092,0.6856,0.1746,0.2356,Q229,All Grades,326,-73.897119388,40.734291475,No,175,5,180,Queens,NYC DOE,0.027777777777777776,Minority,0.3882,Hispanic
